Gene,Id_1,Id_2,SNPs,Sites,Length,Nuc_identity,Length_identity
Cluster_387_aligned,MRSA252_+_+_MRSA252_02242_+_+_MRSA252_02243_+_+_CO_R,S0385_+_+_S0385_02213_+_+_S0385_02214_+_+_CO_R,7,465,465,0.990322580645161,1
Cluster_2556_aligned,HO_5096_0412_+_+_HO_5096_0412_02380_+_+_HO_5096_0412_02381_+_+_DT,S0385_+_+_S0385_02448_+_+_S0385_02449_+_+_DT,0,47,47,1,1
Cluster_2638_aligned,HO_5096_0412_+_+_HO_5096_0412_00928_+_+_HO_5096_0412_00929_+_+_CO_R,S0385_+_+_S0385_01069_+_+_S0385_01070_+_+_CO_R,0,37,37,1,1
Cluster_1834_aligned,HO_5096_0412_+_+_HO_5096_0412_01913_+_+_HO_5096_0412_01914_+_+_DP,S0385_+_+_S0385_02019_+_+_S0385_02020_+_+_DP,1,140,140,0.997619047619048,1
Cluster_1151_aligned,MRSA252_+_+_MRSA252_01866_+_+_MRSA252_01867_+_+_DT,S0385_+_+_S0385_01874_+_+_S0385_01875_+_+_DT,13,248,250,0.94758064516129,0.992
Cluster_2684_aligned,HO_5096_0412_+_+_HO_5096_0412_00017_+_+_HO_5096_0412_00018_+_+_CO_F,S0385_+_+_S0385_00018_+_+_S0385_00019_+_+_CO_F,0,31,31,1,1
Cluster_750_aligned,HO_5096_0412_+_+_HO_5096_0412_01907_+_+_HO_5096_0412_01908_+_+_CO_R,S0385_+_+_S0385_02013_+_+_S0385_02014_+_+_CO_R,10,340,340,0.985294117647059,1
Cluster_1967_aligned,HO_5096_0412_+_+_HO_5096_0412_01833_+_+_HO_5096_0412_01834_+_+_DT,S0385_+_+_S0385_01942_+_+_S0385_01943_+_+_DT,1,123,123,0.994579945799458,1
Cluster_1143_aligned,MRSA252_+_+_MRSA252_00252_+_+_MRSA252_00253_+_+_CO_F,S0385_+_+_S0385_00274_+_+_S0385_00275_+_+_CO_F,2,246,250,0.969512195121951,0.984
Cluster_1752_aligned,HO_5096_0412_+_+_HO_5096_0412_01901_+_+_HO_5096_0412_01902_+_+_DP,S0385_+_+_S0385_02007_+_+_S0385_02008_+_+_DP,1,151,151,0.997792494481236,1
Cluster_1793_aligned,MRSA252_+_+_MRSA252_02705_+_+_MRSA252_02706_+_+_DT,S0385_+_+_S0385_02684_+_+_S0385_02685_+_+_DT,0,146,146,0.996575342465753,1
Cluster_1495_aligned,HO_5096_0412_+_+_HO_5096_0412_02603_+_+_HO_5096_0412_02604_+_+_CO_R,S0385_+_+_S0385_02659_+_+_S0385_02660_+_+_CO_R,14,189,189,0.943562610229277,1
Cluster_341_aligned,HO_5096_0412_+_+_HO_5096_0412_00917_+_+_HO_5096_0412_00918_+_+_DP,Newman_+_+_Newman_00971_+_+_Newman_00972_+_+_DP,22,475,491,0.953684210526316,0.967413441955194
Cluster_684_aligned,MRSA252_+_+_MRSA252_01944_+_+_MRSA252_01945_+_+_CO_R,S0385_+_+_S0385_01955_+_+_S0385_01956_+_+_CO_R,3,357,357,0.929593245749004,0.996265172735761
Cluster_1084_aligned,Newman_+_+_Newman_00867_+_+_Newman_00868_+_+_DT,S0385_+_+_S0385_00941_+_+_S0385_00942_+_+_DT,2,262,262,0.98975288018278,0.99236641221374
Cluster_458_aligned,HO_5096_0412_+_+_HO_5096_0412_00519_+_+_HO_5096_0412_00520_+_+_CO_F,Newman_+_+_Newman_00577_+_+_Newman_00578_+_+_CO_F,4,429,431,0.958041958041958,0.995359628770302
Cluster_773_aligned,Newman_+_+_Newman_00815_+_+_Newman_00816_+_+_CO_F,S0385_+_+_S0385_00890_+_+_S0385_00891_+_+_CO_F,15,333,334,0.946536672068587,0.99001996007984
Cluster_110_aligned,MRSA252_+_+_MRSA252_02693_+_+_MRSA252_02694_+_+_CO_R,S0385_+_+_S0385_02672_+_+_S0385_02673_+_+_CO_R,23,673,687,0.965824665676077,0.97962154294032
Cluster_2170_aligned,S0385_+_+_S0385_00920_+_+_S0385_00921_+_+_CO_F,Newman_+_+_Newman_00846_+_+_Newman_00847_+_+_CO_F,3,97,98,0.969072164948454,0.989795918367347
Cluster_1725_aligned,HO_5096_0412_+_+_HO_5096_0412_02638_+_+_HO_5096_0412_02639_+_+_CO_F,S0385_+_+_S0385_02692_+_+_S0385_02693_+_+_CO_F,5,154,154,0.984848484848485,1
Cluster_1527_aligned,HO_5096_0412_+_+_HO_5096_0412_00986_+_+_HO_5096_0412_00987_+_+_CO_R,S0385_+_+_S0385_01128_+_+_S0385_01129_+_+_CO_R,6,181,183,0.963399324462634,0.994535519125683
Cluster_61_aligned,MRSA252_+_+_MRSA252_00778_+_+_MRSA252_00779_+_+_DP,S0385_+_+_S0385_00825_+_+_S0385_00826_+_+_DP,5,801,801,0.981669267582189,0.999167707032876
Cluster_1755_aligned,Newman_+_+_Newman_00277_+_+_Newman_00278_+_+_DP,S0385_+_+_S0385_00339_+_+_S0385_00340_+_+_DP,3,151,151,0.980132450331126,1
Cluster_1198_aligned,HO_5096_0412_+_+_HO_5096_0412_01322_+_+_HO_5096_0412_01323_+_+_DT,Newman_+_+_Newman_01409_+_+_Newman_01410_+_+_DT,3,239,240,0.974574913202172,0.9875
Cluster_720_aligned,HO_5096_0412_+_+_HO_5096_0412_01702_+_+_HO_5096_0412_01703_+_+_CO_R,Newman_+_+_Newman_01722_+_+_Newman_01723_+_+_CO_R,6,344,346,0.982558139534884,0.994219653179191
Cluster_848_aligned,HO_5096_0412_+_+_HO_5096_0412_02406_+_+_HO_5096_0412_02407_+_+_CO_R,Newman_+_+_Newman_02486_+_+_Newman_02487_+_+_CO_R,3,313,313,0.990415335463259,1
Cluster_2055_aligned,HO_5096_0412_+_+_HO_5096_0412_01769_+_+_HO_5096_0412_01770_+_+_CO_F,MRSA252_+_+_MRSA252_01858_+_+_MRSA252_01859_+_+_CO_F,1,112,112,0.991071428571429,1
Cluster_2526_aligned,Newman_+_+_Newman_00610_+_+_Newman_00611_+_+_DT,S0385_+_+_S0385_00683_+_+_S0385_00684_+_+_DT,0,51,52,0.993464052287582,0.980769230769231
Cluster_2341_aligned,HO_5096_0412_+_+_HO_5096_0412_01023_+_+_HO_5096_0412_01024_+_+_CO_F,S0385_+_+_S0385_01164_+_+_S0385_01165_+_+_CO_F,0,72,72,1,1
Cluster_464_aligned,MRSA252_+_+_MRSA252_01136_+_+_MRSA252_01137_+_+_DP,S0385_+_+_S0385_01187_+_+_S0385_01188_+_+_DP,3,429,429,0.993006993006993,1
Cluster_1164_aligned,HO_5096_0412_+_+_HO_5096_0412_02386_+_+_HO_5096_0412_02387_+_+_DT,S0385_+_+_S0385_02454_+_+_S0385_02455_+_+_DT,5,246,246,0.980980034290139,0.997289972899729
Cluster_2045_aligned,HO_5096_0412_+_+_HO_5096_0412_01551_+_+_HO_5096_0412_01552_+_+_CO_R,S0385_+_+_S0385_01654_+_+_S0385_01655_+_+_CO_R,1,113,113,0.997050147492625,1
Cluster_1271_aligned,HO_5096_0412_+_+_HO_5096_0412_00452_+_+_HO_5096_0412_00453_+_+_CO_F,Newman_+_+_Newman_00513_+_+_Newman_00514_+_+_CO_F,3,228,228,0.986842105263158,1
Cluster_111_aligned,MRSA252_+_+_MRSA252_02729_+_+_MRSA252_02730_+_+_CO_R,S0385_+_+_S0385_02708_+_+_S0385_02709_+_+_CO_R,0,686,686,0.991228070175439,0.998542274052478
Cluster_1520_aligned,HO_5096_0412_+_+_HO_5096_0412_00881_+_+_HO_5096_0412_00882_+_+_DP,S0385_+_+_S0385_01025_+_+_S0385_01026_+_+_DP,0,185,185,1,1
Cluster_504_aligned,HO_5096_0412_+_+_HO_5096_0412_02744_+_+_HO_5096_0412_02745_+_+_DT,Newman_+_+_Newman_02813_+_+_Newman_02814_+_+_DT,16,412,412,0.961165048543689,1
Cluster_1156_aligned,MRSA252_+_+_MRSA252_02339_+_+_MRSA252_02341_+_+_CO_R,S0385_+_+_S0385_02320_+_+_S0385_02322_+_+_CO_R,1,239,248,0.99581589958159,0.963709677419355
Cluster_2273_aligned,HO_5096_0412_+_+_HO_5096_0412_00985_+_+_HO_5096_0412_00986_+_+_DT,S0385_+_+_S0385_01127_+_+_S0385_01128_+_+_DT,1,81,81,0.995884773662551,1
Cluster_1216_aligned,HO_5096_0412_+_+_HO_5096_0412_02160_+_+_HO_5096_0412_02161_+_+_CO_R,S0385_+_+_S0385_02211_+_+_S0385_02212_+_+_CO_R,4,237,237,0.987341772151899,1
Cluster_993_aligned,HO_5096_0412_+_+_HO_5096_0412_02419_+_+_HO_5096_0412_02420_+_+_CO_F,S0385_+_+_S0385_02486_+_+_S0385_02487_+_+_CO_F,2,277,277,0.994584837545126,1
Cluster_709_aligned,HO_5096_0412_+_+_HO_5096_0412_02683_+_+_HO_5096_0412_02684_+_+_CO_R,S0385_+_+_S0385_02732_+_+_S0385_02733_+_+_CO_R,1,349,349,0.993314231136581,1
Cluster_1801_aligned,HO_5096_0412_+_+_HO_5096_0412_02601_+_+_HO_5096_0412_02602_+_+_DP,S0385_+_+_S0385_02657_+_+_S0385_02658_+_+_DP,0,144,144,0.993055555555556,1
Cluster_545_aligned,Newman_+_+_Newman_02739_+_+_Newman_02740_+_+_CO_R,S0385_+_+_S0385_02720_+_+_S0385_02721_+_+_CO_R,9,390,395,0.979442894468801,0.983966244725738
Cluster_1632_aligned,HO_5096_0412_+_+_HO_5096_0412_00574_+_+_HO_5096_0412_00575_+_+_CO_F,S0385_+_+_S0385_00712_+_+_S0385_00713_+_+_CO_F,1,168,168,0.996031746031746,1
Cluster_220_aligned,Newman_+_+_Newman_01462_+_+_Newman_01463_+_+_DT,S0385_+_+_S0385_01480_+_+_S0385_01481_+_+_DT,21,517,565,0.961315280464217,0.915044247787611
Cluster_2186_aligned,S0385_+_+_S0385_02513_+_+_S0385_02514_+_+_DT,MRSA252_+_+_MRSA252_02541_+_+_MRSA252_02542_+_+_DT,0,92,96,1,0.958333333333333
Cluster_1441_aligned,MRSA252_+_+_MRSA252_02225_+_+_MRSA252_02226_+_+_CO_R,S0385_+_+_S0385_02196_+_+_S0385_02197_+_+_CO_R,0,197,198,0.998307952622673,0.994949494949495
Cluster_2082_aligned,HO_5096_0412_+_+_HO_5096_0412_01086_+_+_HO_5096_0412_01087_+_+_CO_F,S0385_+_+_S0385_01225_+_+_S0385_01226_+_+_CO_F,2,109,109,0.978593272171254,1
Cluster_1510_aligned,HO_5096_0412_+_+_HO_5096_0412_02291_+_+_HO_5096_0412_02292_+_+_DP,S0385_+_+_S0385_02357_+_+_S0385_02358_+_+_DP,2,186,186,0.994623655913978,1
Cluster_1532_aligned,HO_5096_0412_+_+_HO_5096_0412_02416_+_+_HO_5096_0412_02417_+_+_DP,S0385_+_+_S0385_02483_+_+_S0385_02484_+_+_DP,6,182,182,0.976190476190476,1
Cluster_1862_aligned,HO_5096_0412_+_+_HO_5096_0412_01140_+_+_HO_5096_0412_01141_+_+_CO_F,S0385_+_+_S0385_01282_+_+_S0385_01283_+_+_CO_F,0,136,136,1,1
Cluster_838_aligned,HO_5096_0412_+_+_HO_5096_0412_00293_+_+_HO_5096_0412_00294_+_+_CO_F,MRSA252_+_+_MRSA252_00318_+_+_MRSA252_00319_+_+_CO_F,10,315,315,0.968253968253968,1
Cluster_1863_aligned,HO_5096_0412_+_+_HO_5096_0412_01262_+_+_HO_5096_0412_01263_+_+_DP,S0385_+_+_S0385_01386_+_+_S0385_01387_+_+_DP,0,136,136,1,1
Cluster_2450_aligned,HO_5096_0412_+_+_HO_5096_0412_00711_+_+_HO_5096_0412_00712_+_+_CO_F,S0385_+_+_S0385_00847_+_+_S0385_00848_+_+_CO_F,0,60,60,1,1
Cluster_690_aligned,MRSA252_+_+_MRSA252_02715_+_+_MRSA252_02716_+_+_DP,S0385_+_+_S0385_02694_+_+_S0385_02695_+_+_DP,3,353,355,0.986779981114259,0.994366197183099
Cluster_2448_aligned,HO_5096_0412_+_+_HO_5096_0412_00378_+_+_HO_5096_0412_00379_+_+_CO_F,S0385_+_+_S0385_00508_+_+_S0385_00509_+_+_CO_F,1,60,60,0.983333333333333,1
Cluster_692_aligned,Newman_+_+_Newman_00040_+_+_Newman_00041_+_+_DT,HO_5096_0412_+_+_HO_5096_0412_00065_+_+_HO_5096_0412_00066_+_+_DT,1,353,354,0.997167138810198,0.997175141242938
Cluster_2076_aligned,HO_5096_0412_+_+_HO_5096_0412_01747_+_+_HO_5096_0412_01748_+_+_DP,S0385_+_+_S0385_01850_+_+_S0385_01851_+_+_DP,0,109,110,0.996969696969697,0.993939393939394
Cluster_1279_aligned,Newman_+_+_Newman_00026_+_+_Newman_00027_+_+_CO_F,S0385_+_+_S0385_00027_+_+_S0385_00028_+_+_CO_F,16,226,227,0.932061619141265,0.994126284875184
Cluster_1848_aligned,HO_5096_0412_+_+_HO_5096_0412_00751_+_+_HO_5096_0412_00752_+_+_CO_F,S0385_+_+_S0385_00885_+_+_S0385_00886_+_+_CO_F,2,138,138,0.985507246376812,1
Cluster_515_aligned,HO_5096_0412_+_+_HO_5096_0412_02244_+_+_HO_5096_0412_02245_+_+_DP,S0385_+_+_S0385_02309_+_+_S0385_02310_+_+_DP,12,407,407,0.975407785752613,0.999180999180999
Cluster_2320_aligned,HO_5096_0412_+_+_HO_5096_0412_02059_+_+_HO_5096_0412_02060_+_+_CO_R,Newman_+_+_Newman_02133_+_+_Newman_02134_+_+_CO_R,1,75,75,0.986666666666667,1
Cluster_1424_aligned,HO_5096_0412_+_+_HO_5096_0412_02440_+_+_HO_5096_0412_02441_+_+_CO_R,S0385_+_+_S0385_02507_+_+_S0385_02508_+_+_CO_R,0,202,202,1,1
Cluster_728_aligned,HO_5096_0412_+_+_HO_5096_0412_00101_+_+_HO_5096_0412_00102_+_+_CO_F,S0385_+_+_S0385_00146_+_+_S0385_00147_+_+_CO_F,26,343,344,0.942674079598617,0.998062015503876
Cluster_1958_aligned,HO_5096_0412_+_+_HO_5096_0412_00467_+_+_HO_5096_0412_00468_+_+_CO_F,S0385_+_+_S0385_00598_+_+_S0385_00599_+_+_CO_F,2,121,126,0.981209507605652,0.964285714285714
Cluster_1109_aligned,HO_5096_0412_+_+_HO_5096_0412_02655_+_+_HO_5096_0412_02656_+_+_DP,Newman_+_+_Newman_02723_+_+_Newman_02724_+_+_DP,1,257,257,0.996108949416342,1
Cluster_2109_aligned,HO_5096_0412_+_+_HO_5096_0412_01710_+_+_HO_5096_0412_01711_+_+_CO_R,S0385_+_+_S0385_01813_+_+_S0385_01814_+_+_CO_R,1,106,106,0.990536088649296,0.99685534591195
Cluster_1071_aligned,HO_5096_0412_+_+_HO_5096_0412_02122_+_+_HO_5096_0412_02123_+_+_DT,S0385_+_+_S0385_02171_+_+_S0385_02172_+_+_DT,4,263,263,0.988593155893536,1
Cluster_376_aligned,HO_5096_0412_+_+_HO_5096_0412_01337_+_+_HO_5096_0412_01338_+_+_CO_R,S0385_+_+_S0385_01445_+_+_S0385_01446_+_+_CO_R,6,470,470,0.987220432790455,0.998936170212766
Cluster_637_aligned,Newman_+_+_Newman_00391_+_+_Newman_00392_+_+_CO_F,S0385_+_+_S0385_00450_+_+_S0385_00451_+_+_CO_F,17,365,368,0.953424657534247,0.991847826086957
Cluster_244_aligned,S0385_+_+_S0385_02793_+_+_S0385_02794_+_+_DT,MRSA252_+_+_MRSA252_02817_+_+_MRSA252_02818_+_+_DT,32,547,550,0.941499085923218,0.994545454545455
Cluster_2255_aligned,HO_5096_0412_+_+_HO_5096_0412_02108_+_+_HO_5096_0412_02109_+_+_CO_R,S0385_+_+_S0385_02157_+_+_S0385_02158_+_+_CO_R,0,84,84,1,1
Cluster_1035_aligned,MRSA252_+_+_MRSA252_00181_+_+_MRSA252_00182_+_+_CO_R,S0385_+_+_S0385_00200_+_+_S0385_00201_+_+_CO_R,8,268,269,0.970149253731343,0.996282527881041
Cluster_908_aligned,S0385_+_+_S0385_00792_+_+_S0385_00793_+_+_CO_F,MRSA252_+_+_MRSA252_00744_+_+_MRSA252_00745_+_+_CO_F,3,296,297,0.986129615531024,0.976430976430976
Cluster_1122_aligned,HO_5096_0412_+_+_HO_5096_0412_02447_+_+_HO_5096_0412_02448_+_+_DP,S0385_+_+_S0385_02512_+_+_S0385_02513_+_+_DP,3,254,254,0.985564304461942,1
Cluster_2579_aligned,HO_5096_0412_+_+_HO_5096_0412_02414_+_+_HO_5096_0412_02415_+_+_CO_F,S0385_+_+_S0385_02481_+_+_S0385_02482_+_+_CO_F,0,45,45,1,1
Cluster_1757_aligned,HO_5096_0412_+_+_HO_5096_0412_00613_+_+_HO_5096_0412_00614_+_+_CO_F,S0385_+_+_S0385_00751_+_+_S0385_00752_+_+_CO_F,2,150,150,0.986666666666667,1
Cluster_1555_aligned,HO_5096_0412_+_+_HO_5096_0412_02492_+_+_HO_5096_0412_02493_+_+_DP,S0385_+_+_S0385_02556_+_+_S0385_02557_+_+_DP,5,180,180,0.979598593006414,0.998148148148148
Cluster_2343_aligned,HO_5096_0412_+_+_HO_5096_0412_02648_+_+_HO_5096_0412_02649_+_+_DP,S0385_+_+_S0385_02700_+_+_S0385_02701_+_+_DP,0,72,72,1,1
Cluster_536_aligned,HO_5096_0412_+_+_HO_5096_0412_02169_+_+_HO_5096_0412_02170_+_+_CO_R,S0385_+_+_S0385_02220_+_+_S0385_02221_+_+_CO_R,7,398,398,0.988274706867672,1
Cluster_2494_aligned,HO_5096_0412_+_+_HO_5096_0412_01966_+_+_HO_5096_0412_01967_+_+_DT,S0385_+_+_S0385_02071_+_+_S0385_02072_+_+_DT,0,56,56,1,1
Cluster_2577_aligned,HO_5096_0412_+_+_HO_5096_0412_01209_+_+_HO_5096_0412_01210_+_+_CO_F,Newman_+_+_Newman_01319_+_+_Newman_01320_+_+_CO_F,0,45,45,0.977777777777778,1
Cluster_1944_aligned,HO_5096_0412_+_+_HO_5096_0412_01005_+_+_HO_5096_0412_01006_+_+_DP,S0385_+_+_S0385_01147_+_+_S0385_01148_+_+_DP,0,126,126,1,1
Cluster_788_aligned,MRSA252_+_+_MRSA252_00180_+_+_MRSA252_00181_+_+_DT,S0385_+_+_S0385_00199_+_+_S0385_00200_+_+_DT,4,328,328,0.966373287586087,0.997967479674797
Cluster_2547_aligned,HO_5096_0412_+_+_HO_5096_0412_02349_+_+_HO_5096_0412_02350_+_+_DP,S0385_+_+_S0385_02417_+_+_S0385_02418_+_+_DP,1,48,48,0.993055555555555,1
Cluster_2178_aligned,HO_5096_0412_+_+_HO_5096_0412_02627_+_+_HO_5096_0412_02628_+_+_CO_F,S0385_+_+_S0385_02682_+_+_S0385_02683_+_+_CO_F,7,97,97,0.920962199312715,1
Cluster_641_aligned,HO_5096_0412_+_+_HO_5096_0412_00027_+_+_HO_5096_0412_00028_+_+_CO_F,S0385_+_+_S0385_00028_+_+_S0385_00029_+_+_CO_F,10,365,367,0.971794010426387,0.998183469573115
Cluster_455_aligned,MRSA252_+_+_MRSA252_02134_+_+_MRSA252_02135_+_+_DP,S0385_+_+_S0385_02104_+_+_S0385_02105_+_+_DP,0,431,431,1,1
Cluster_1747_aligned,Newman_+_+_Newman_00255_+_+_Newman_00256_+_+_CO_F,S0385_+_+_S0385_00316_+_+_S0385_00317_+_+_CO_F,4,149,152,0.973154362416107,0.980263157894737
Cluster_2458_aligned,HO_5096_0412_+_+_HO_5096_0412_01518_+_+_HO_5096_0412_01519_+_+_CO_R,S0385_+_+_S0385_01621_+_+_S0385_01622_+_+_CO_R,0,59,59,1,1
Cluster_123_aligned,S0385_+_+_S0385_01176_+_+_S0385_01177_+_+_DP,Newman_+_+_Newman_01154_+_+_Newman_01155_+_+_DP,33,671,673,0.959040788446526,0.99777117384844
Cluster_2529_aligned,HO_5096_0412_+_+_HO_5096_0412_00333_+_+_HO_5096_0412_00334_+_+_CO_F,S0385_+_+_S0385_00448_+_+_S0385_00449_+_+_CO_F,0,51,51,1,1
Cluster_1398_aligned,HO_5096_0412_+_+_HO_5096_0412_00933_+_+_HO_5096_0412_00934_+_+_DT,S0385_+_+_S0385_01075_+_+_S0385_01076_+_+_DT,2,206,208,0.993535325109829,0.991987179487179
Cluster_26_aligned,MRSA252_+_+_MRSA252_02561_+_+_MRSA252_02565_+_+_CO_R,Newman_+_+_Newman_02548_+_+_Newman_02552_+_+_CO_R,46,866,890,0.946882217090069,0.973033707865169
Cluster_2334_aligned,HO_5096_0412_+_+_HO_5096_0412_01725_+_+_HO_5096_0412_01726_+_+_CO_R,S0385_+_+_S0385_01828_+_+_S0385_01829_+_+_CO_R,0,73,73,1,1
Cluster_1227_aligned,HO_5096_0412_+_+_HO_5096_0412_02217_+_+_HO_5096_0412_02218_+_+_CO_R,S0385_+_+_S0385_02282_+_+_S0385_02283_+_+_CO_R,2,235,235,0.99290780141844,1
Cluster_551_aligned,HO_5096_0412_+_+_HO_5096_0412_02752_+_+_HO_5096_0412_02754_+_+_CO_F,S0385_+_+_S0385_02801_+_+_S0385_02803_+_+_CO_F,11,391,392,0.984657993632235,0.998724489795918
Cluster_764_aligned,Newman_+_+_Newman_00432_+_+_Newman_00433_+_+_DP,S0385_+_+_S0385_00504_+_+_S0385_00505_+_+_DP,16,336,337,0.94047619047619,0.997032640949555
Cluster_2491_aligned,HO_5096_0412_+_+_HO_5096_0412_01056_+_+_HO_5096_0412_01057_+_+_CO_F,S0385_+_+_S0385_01195_+_+_S0385_01196_+_+_CO_F,1,56,56,0.973214285714286,1
Cluster_840_aligned,MRSA252_+_+_MRSA252_02497_+_+_MRSA252_02498_+_+_CO_R,S0385_+_+_S0385_02473_+_+_S0385_02474_+_+_CO_R,1,315,315,0.996825396825397,1
Cluster_2557_aligned,MRSA252_+_+_MRSA252_00421_+_+_MRSA252_00422_+_+_CO_F,S0385_+_+_S0385_00506_+_+_S0385_00507_+_+_CO_F,3,47,47,0.956963249516441,0.978723404255319
Cluster_1745_aligned,HO_5096_0412_+_+_HO_5096_0412_00932_+_+_HO_5096_0412_00933_+_+_DP,S0385_+_+_S0385_01074_+_+_S0385_01075_+_+_DP,0,152,152,1,1
Cluster_2031_aligned,HO_5096_0412_+_+_HO_5096_0412_02682_+_+_HO_5096_0412_02683_+_+_CO_R,S0385_+_+_S0385_02730_+_+_S0385_02731_+_+_CO_R,1,115,115,0.988405797101449,1
Cluster_245_aligned,Newman_+_+_Newman_00602_+_+_Newman_00604_+_+_CO_R,S0385_+_+_S0385_00675_+_+_S0385_00677_+_+_CO_R,8,548,548,0.993305666386439,0.998783454987834
Cluster_816_aligned,HO_5096_0412_+_+_HO_5096_0412_01225_+_+_HO_5096_0412_01226_+_+_DP,S0385_+_+_S0385_01350_+_+_S0385_01351_+_+_DP,0,321,321,0.997923156801662,1
Cluster_743_aligned,HO_5096_0412_+_+_HO_5096_0412_01138_+_+_HO_5096_0412_01139_+_+_CO_F,S0385_+_+_S0385_01280_+_+_S0385_01281_+_+_CO_F,6,341,341,0.982404692082111,1
Cluster_2552_aligned,HO_5096_0412_+_+_HO_5096_0412_00875_+_+_HO_5096_0412_00876_+_+_CO_F,S0385_+_+_S0385_01019_+_+_S0385_01020_+_+_CO_F,0,47,47,1,1
Cluster_1498_aligned,Newman_+_+_Newman_00154_+_+_Newman_00155_+_+_CO_R,S0385_+_+_S0385_00225_+_+_S0385_00226_+_+_CO_R,13,187,191,0.93048128342246,0.979057591623037
Cluster_80_aligned,HO_5096_0412_+_+_HO_5096_0412_01893_+_+_HO_5096_0412_01894_+_+_CO_R,S0385_+_+_S0385_01999_+_+_S0385_02000_+_+_CO_R,11,743,744,0.984522207267833,0.998655913978495
Cluster_694_aligned,HO_5096_0412_+_+_HO_5096_0412_00629_+_+_HO_5096_0412_00630_+_+_CO_F,S0385_+_+_S0385_00767_+_+_S0385_00768_+_+_CO_F,24,351,353,0.964897371147371,0.996222851746931
Cluster_40_aligned,Newman_+_+_Newman_02027_+_+_Newman_02028_+_+_DP,S0385_+_+_S0385_02047_+_+_S0385_02048_+_+_DP,35,847,862,0.9592592967416,0.987625676720804
Cluster_1290_aligned,Newman_+_+_Newman_02009_+_+_Newman_02010_+_+_CO_R,S0385_+_+_S0385_02029_+_+_S0385_02030_+_+_CO_R,6,224,225,0.986607142857143,0.995555555555555
Cluster_1010_aligned,HO_5096_0412_+_+_HO_5096_0412_02617_+_+_HO_5096_0412_02618_+_+_CO_R,Newman_+_+_Newman_02690_+_+_Newman_02691_+_+_CO_R,6,275,275,0.978181818181818,1
Cluster_1753_aligned,HO_5096_0412_+_+_HO_5096_0412_02172_+_+_HO_5096_0412_02173_+_+_DT,S0385_+_+_S0385_02223_+_+_S0385_02224_+_+_DT,5,151,151,0.977924944812362,1
Cluster_1994_aligned,MRSA252_+_+_MRSA252_02647_+_+_MRSA252_02648_+_+_DT,S0385_+_+_S0385_02628_+_+_S0385_02629_+_+_DT,0,119,120,0.991596638655462,0.991666666666667
Cluster_1658_aligned,HO_5096_0412_+_+_HO_5096_0412_01168_+_+_HO_5096_0412_01169_+_+_CO_F,S0385_+_+_S0385_01310_+_+_S0385_01311_+_+_CO_F,3,164,164,0.989837398373984,1
Cluster_1522_aligned,HO_5096_0412_+_+_HO_5096_0412_02639_+_+_HO_5096_0412_02640_+_+_DT,S0385_+_+_S0385_02693_+_+_S0385_02694_+_+_DT,3,185,185,0.965765765765766,1
Cluster_803_aligned,HO_5096_0412_+_+_HO_5096_0412_01026_+_+_HO_5096_0412_01027_+_+_CO_F,S0385_+_+_S0385_01167_+_+_S0385_01168_+_+_CO_F,9,323,323,0.972136222910217,1
Cluster_2443_aligned,HO_5096_0412_+_+_HO_5096_0412_01004_+_+_HO_5096_0412_01005_+_+_DT,S0385_+_+_S0385_01146_+_+_S0385_01147_+_+_DT,0,61,61,1,1
Cluster_101_aligned,MRSA252_+_+_MRSA252_02548_+_+_MRSA252_02549_+_+_DP,HO_5096_0412_+_+_HO_5096_0412_02455_+_+_HO_5096_0412_02456_+_+_DP,12,697,698,0.982783357245337,0.998567335243553
Cluster_429_aligned,HO_5096_0412_+_+_HO_5096_0412_02350_+_+_HO_5096_0412_02351_+_+_CO_F,S0385_+_+_S0385_02418_+_+_S0385_02419_+_+_CO_F,3,444,444,0.993993993993994,1
Cluster_2016_aligned,MRSA252_+_+_MRSA252_02805_+_+_MRSA252_02806_+_+_CO_R,Newman_+_+_Newman_02800_+_+_Newman_02801_+_+_CO_R,0,117,117,1,1
Cluster_407_aligned,HO_5096_0412_+_+_HO_5096_0412_01043_+_+_HO_5096_0412_01044_+_+_CO_R,S0385_+_+_S0385_01181_+_+_S0385_01182_+_+_CO_R,36,452,454,0.91924778761062,0.995594713656388
Cluster_1788_aligned,HO_5096_0412_+_+_HO_5096_0412_00619_+_+_HO_5096_0412_00620_+_+_CO_F,S0385_+_+_S0385_00757_+_+_S0385_00758_+_+_CO_F,0,146,146,1,1
Cluster_2096_aligned,Newman_+_+_Newman_01175_+_+_Newman_01176_+_+_DT,S0385_+_+_S0385_01197_+_+_S0385_01198_+_+_DT,0,107,108,0.993710132027889,0.984567901234568
Cluster_942_aligned,HO_5096_0412_+_+_HO_5096_0412_02370_+_+_HO_5096_0412_02371_+_+_DP,Newman_+_+_Newman_02452_+_+_Newman_02453_+_+_DP,0,289,289,1,1
Cluster_1420_aligned,MRSA252_+_+_MRSA252_02128_+_+_MRSA252_02129_+_+_CO_F,Newman_+_+_Newman_02120_+_+_Newman_02121_+_+_CO_F,0,203,203,1,1
Cluster_567_aligned,S0385_+_+_S0385_02101_+_+_S0385_02102_+_+_DP,Newman_+_+_Newman_02057_+_+_Newman_02058_+_+_DP,12,385,388,0.980519480519481,0.992268041237113
